dataset collection,dataset short name,dataset title (for humans),description,content notes,keywords,created,creator,department,dataset publisher,dataset short name - old,img,imgcaption,format,sha256sum,licence,usage terms,curator,project name,Date range of content,Digital Asset Register ID,filename,doi,how to use data,isreleased
offthemap,off4,"""Off The Map 2015 - Alice in Wonderland"" - Garden",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Alice's Adventures Off the Map' (2015) competition marked the British Library's celebrations of the 150th anniversary of Alice's Adventures in Wonderland by Lewis Carroll. ,,"offthemap,alice,garden,assets",2015,Stella Wisdom,Digital Research Team,British Library,offthemapalicegarden,off-the-map-alice-gardens.jpg,"llustration from Familiar Garden Flowers, by Sherley Hibberd (1825-1890), with plates by Frederick Edward Hulme (1841-1909). Published London, 1879-1887 (in 5 vols). Taken from British Library item 07029.f.31.",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Stella Wisdom,Off the Map Alice 2015,,,,,,n
offthemap,off5,"""Off The Map 2015 - Alice in Wonderland"" - Underground",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Alice's Adventures Off the Map' (2015) competition marked the British Library's celebrations of the 150th anniversary of Alice's Adventures in Wonderland by Lewis Carroll.,,"offthemap,alice,underground,assets",2015,Stella Wisdom,Digital Research Team,British Library,offthemapaliceunderground,off-the-map-alice-underground.jpg,"Illustration from Mundus Subterraneus, published 1665. (Taken from British Library item 505.ee.4)",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Stella Wisdom,Off the Map Alice 2015,,,,,,n
offthemap,off6,"""Off The Map 2015 - Alice in Wonderland"" - Wonderland",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Alice's Adventures Off the Map' (2015) competition marked the British Library's celebrations of the 150th anniversary of Alice's Adventures in Wonderland by Lewis Carroll. ,,"offthemap,alice,wonderland,assets",2015,Stella Wisdom,Digital Research Team,British Library,offthemapalicewonder,off-the-map-alice-wonderland.jpg,"Illustration from The Nursery ""Alice"", containing twenty coloured enlargements from Tenniel's illustrations to ""Alice's Adventures in Wonderland,"" with text adapted to nursery readers by Lewis Carroll. (London: Macmillan and Co. 1890) (Taken from British Library item Cup.410.g.74)",,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Stella Wisdom,Off the Map Alice 2015,,,,,,n
offthemap,off7,"""Off The Map 2015 - Alice in Wonderland"" - Sounds",The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. The 'Alice's Adventures Off the Map' (2015) competition marked the British Library's celebrations of the 150th anniversary of Alice's Adventures in Wonderland by Lewis Carroll. The dataset contains sound recordings of the natural environment in Waveform Audio File (WAV) format. ,The 769 MB .ZIP file (created using 7-Zip) contains 20 .WAV sound recording files.,,2015,Stella Wisdom,Digital Research Team,British Library,offthemapalicesounds,off-the-map-alice-sounds.jpg,,,,CC-BY,https://creativecommons.org/licenses/by/2.0/uk/,Stella Wisdom,Off the Map Alice 2015,,,"
off-the-map-2015-alice-sounds.zip",,,n
offthemap,off8,Tempest Images,"The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. Shakespeare's Off the Map' (2016) competition marked the anniversary of 400 years after Shakespeare's death and coincides with British Library's exhibition, 'Shakespears in 10 Acts'. The dataset contains varied metadata and images. ","The 2.03 GB .ZIP file (created using 7-Zip) contains:
-two Microsoft PowerPoint (2010 version) files explaining the themes and details of the competition

-‘Castles Assets’ folder: 19 relevant high resolution Tag Image File Format (.tiff) images; one Microsoft Excel workbook file in .XLSX (2010 version)

-‘Forests Assets’ folder: 19 relevant high resolution .tiff images; one Microsoft Excel workbook file in .XLSX (2010 version)
 
-‘Tempest’ folder: 17 relevant high resolution .tiff images; one Microsoft Excel workbook file in .XLSX (2010 version); one Microsoft Word document containing notes; and one Portable Document Format (PDF) file. 
","offthemap,shakespeare,assets",2016,Stella Wisdom,Digital Research Team,British Library,offthemapshakespeare,off-the-map-shakespeare-assets.jpg,,,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Stella Wisdom,Off the Map Shakespeare 2016,,,shakespeare-off-the-map-2016-2016-05-17.zip,,,n
offthemap,off9,37 Sounds from the Natural Environment,"The 'Off the Map' annual competition challenges designers to create exciting interactive digital media using the British Library's digital collections as inspiration. Shakespeare's Off the Map' (2016) competition marked the anniversary of 400 years after Shakespeare's death and coincides with British Library's exhibition, 'Shakespears in 10 Acts'. The dataset contains sound recordings of the natural environment in Waveform Audio File (WAV) format. ",The 1.33 GB .ZIP file (created using 7-Zip) contains 37 .WAV sound recording files.,"offthemap,shakespeare,assets",2016,Stella Wisdom,Digital Research Team,British Library,shakespeare,off-the-map-shakespeare-sounds.jpg,,,,CC-BY,https://creativecommons.org/licenses/by/2.0/uk/,Stella Wisdom,Off the Map Shakespeare 2016,,,off-the-map-2016-shakespeare-sounds.zip,,,n
,,Big Data Music Metadata ,,,,,,,,bdmmetadata,,,,,,,,,,,,,,n
,,IMPACT,, ,,,,,,impact,,,,,,,,,,,,,,n
,,Know Your Place West of England ,,,,,,,,knowyourplace,,,,,,,,,,,,,,n
,,Digital Music Labs,,,,,,,,dml,,,,,,,,,,,,,,n
hebrewmanuscripts,heb1,Digitised Hebrew Manuscripts: Metadata,This dataset contains metadata (TEI XML catalogue records) of all British Library digitised Hebrew manuscripts.,"The 3,646 MB .ZIP file contains 1,307 XML files.","Hebrew,manuscripts,Jewish,TEI,XML,metadata",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_metadata.jpg,An example of a TEI XML catalogue record of a digitised Hebrew manuscript (British Library Add MS 11831),.ZIP file with TEI XML files,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,900 - 1902,DAR00354,hebrew-manuscripts-metadata.zip,10.21250/heb1,"These TEI XML files can be opened and manipulated using an XML editor. They can also be viewed, manipulated and exported to a CSV files using the TEI viewer created by Alex Mendes: http://www.alexandermendes.com/tei-viewer/ 
License: CC0",y
hebrewmanuscripts,heb2,Digitised Hebrew Manuscripts: Add MS 10456 - Add MS 17058,"This dataset comprises of 25 digitised Hebrew manuscripts (1200 - 1599), with their shelfmarks in alphabetical order (Add MS 10456 - Add MS 17058). These manuscripts are out of copyrights.","The 51.3 GB .ZIP file contains:

- 25 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_1.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Add MS 16577 f. 1r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1200 - 1599,DAR00354,hebrew-manuscripts-out-of-copyright-1.zip,10.21250/heb2,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb3,Digitised Hebrew Manuscripts: Add MS 18229 - Add MS 26897,"This dataset comprises of 27 digitised Hebrew manuscripts (1100 - 1799; unknown date), with their shelfmarks in alphabetical order (Add MS 18229 - Add MS 26897). These manuscripts are out of copyrights.","The 51.8 GB .ZIP file contains:

- 27 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_2.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Add MS 21160 f. 19v),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1100 - 1799; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-2.zip,10.21250/heb3,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb4,Digitised Hebrew Manuscripts: Add MS 26938 - Add MS 9398,"This dataset comprises of 35 digitised Hebrew manuscripts (1100 - 1816; unknown date), with their shelfmarks in alphabetical order (Add MS 26938 - Add MS 9398). These manuscripts are out of copyrights.","The 52.2 GB .ZIP file contains:

- 35 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_3.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Add MS 27210 f. 5r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1100 - 1816; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-3.zip,10.21250/heb4,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb5,Digitised Hebrew Manuscripts: Add MS 9399 - Harley MS 5708,"This dataset comprises of 27 digitised Hebrew manuscripts (1200 - 1499; unknown date), with their shelfmarks in alphabetical order (Add MS 9399 - Harley MS 5708). These manuscripts are out of copyrights.","The 47.3 GB .ZIP file contains:

- 27 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_4.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Harley MS 5506 f. 211r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1200 - 1499; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-4.zip,10.21250/heb5,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb6,Digitised Hebrew Manuscripts: Harley MS 5709 - Or 11016,"This dataset comprises of 25 digitised Hebrew manuscripts (1100 - 1699; unknown date), with their shelfmarks in alphabetical order (Harley MS 5709 - Or 11016). These manuscripts are out of copyrights.","The 49.8 GB .ZIP file contains:

- 25 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_5.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Kings MS 1 f. 3r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1100 - 1699; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-5.zip,10.21250/heb6,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb7,Digitised Hebrew Manuscripts: Or 1103 - Or 2201,"This dataset comprises of 46 digitised Hebrew manuscripts (1250 - 1699; unknown date), with their shelfmarks in alphabetical order (Or 1103 - Or 2201). These manuscripts are out of copyrights.","The 51 GB .ZIP file contains:

- 46 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_6.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Or 1404 f. 3r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1250 - 1699; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-6.zip,10.21250/heb7,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb8,Digitised Hebrew Manuscripts: Or 2210 - Or 2364,"This dataset comprises of 21 digitised Hebrew manuscripts (1000 - 1655; unknown date), with their shelfmarks in alphabetical order (Or 2210 - Or 2364). These manuscripts are out of copyrights.","The 50.8 GB .ZIP file contains:

- 21 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_7.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Or 2348 f. 155r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1000 - 1655; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-7.zip,10.21250/heb8,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb9,Digitised Hebrew Manuscripts: Or 2365 - Or 2405,"This dataset comprises of 27 digitised Hebrew manuscripts (1200 - 1867; unknown date), with their shelfmarks in alphabetical order (Or 2365 - Or 2405). These manuscripts are out of copyrights.","The 51.5 GB .ZIP file contains:

- 27 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_8.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Or 2384 f. 2r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1200 - 1867; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-8.zip,10.21250/heb9,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb10,Digitised Hebrew Manuscripts: Or 2406 - Or 2509,"This dataset comprises of 41 digitised Hebrew manuscripts (1300 - 1799; unknown date), with their shelfmarks in alphabetical order (Or 2406 - Or 2509). These manuscripts are out of copyrights.","The 52.2 GB .ZIP file contains:

- 41 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_9.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Or 2462 f. 168v),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,1300 - 1799; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-9.zip,10.21250/heb10,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb11,Digitised Hebrew Manuscripts: Or 2510 - Or 2588,"This dataset comprises of 40 digitised Hebrew manuscripts (900 - 1747; unknown date), with their shelfmarks in alphabetical order (Or 2510 - Or 2588). These manuscripts are out of copyrights.","The 50.3 GB .ZIP file contains:

- 40 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_10.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Or 2514 f. 4r),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,900 - 1747; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-10.zip,10.21250/heb11,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
hebrewmanuscripts,heb12,Digitised Hebrew Manuscripts: Or 2626 - Or 6425,"This dataset comprises of 43 digitised Hebrew manuscripts (920 - 1845; unknown date), with their shelfmarks in alphabetical order (Or 2626 - Or 6425). These manuscripts are out of copyrights.","The 51.4 GB .ZIP file contains:

- 43 folders with high resolution (300ppi) images in JPEG format

- One Microsoft Excel workbook file in .XLSX (2010 version) with a list of all digitised manuscripts in the Hebrew collection","Hebrew,manuscripts,Jewish,JPG,JPEG",2016,Adi Keinan-Schoonbaert,Asian and African Studies,British Library,hebrewmanuscripts,heb_nocopyright_11.jpg,A example of a digitised image from the collection of Hebrew manuscripts (British Library Or 2626 f. 1v),.ZIP file with JPEG images,,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Ilana Tahan,Hebrew Manuscripts Digitisation Project,920 - 1845; unknown date,DAR00354,hebrew-manuscripts-out-of-copyright-11.zip,10.21250/heb12,"These JPEG files were converted from TIFF files using IrfanView, and then further compressed using JPEGMini. They can be used for image and text analysis, teaching, art projects, or anything else of inspiration.
License: CC0",y
pelagios,pel,"Pelagios Project: Medieval maps,itineraries and charts ","This dataset comprises digitised materials (predominantly mappae mundi, itineraries and portolan charts) contributed to Phase 3 of the Pelagios project, a web-based facility for the online linking of data about ancient sites mentioned in texts, local histories or archaeological sites.   ","-Cornaro Atlas
-Insularium Illustratum
-Liber insularium Arcipelagi
-Liber insularium Cycladum
-Maps after Ptolemy's Geographia
-Portolano
-Single Sheets and Supplementary Materials (A selection of individual maps and non-map based medieval materials such as travel accounts)
-Each accompanied by an XML and Excel file containing catalogue information relating to each image.","medieval, manuscripts, maps, JPG, JPEG, XML, metadata",2016,Nora McGregor,Digital Research Team,British Library,pelagios,pelagios.jpg,"Cornaro Atlas-Chart of the Adriatic Sea, the Ionian Isles, the western coast of Italy, with Sicily and Corsica (Egerton MS 73, f.16r)","jpeg, XML, XLS",,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Phil Hatfield,Pelagios Project,1100-1500,,,,"Due to UK copyright law they are technically in copyright until 2039. However, given the age of the manuscripts and their place of production the Library believes it highly unlikely a public domain release will offend anyone; more information can be found at: https://www.bl.uk/catalogues/illuminatedmanuscripts/reuse.asp ",n
twocenturies-quarterlylists,,Two Centuries of Indian Print: Quarterly Lists,The datasets for this collection are based on the British Library’s collection of bound volume Quarterly Lists: printed catalogue records of Indian books published quarterly and by province of British India between 1867 and 1947. The dataset represents a rich source for researchers interested in the publishing industry and book history in India.,The dataset comprises 215 full-text searchable PDFs of Quarterly Lists  as well as two Microsoft Excel workbook files in .XLSX and .XLS (2010 version) listing the Quarterly Lists in this collection,"Indian, books, PDF, metadata",2016,Tom Derrick,Digital Research Team,British Library,twocenturies-quarterlylists,twocenturies-quarterlylists.jpg,Front page of the Quarterly List for 1875 published in the Calcutta Gazette (British Library SV 412 8),".ZIP file with 215 PDF volumes, ",,CC0 1.0 Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,Nur Sobers-Khan,Two Centuries of Indian Print,1867-1947,DAR00627,Quarterly_Lists_PDFs.zip,,,
